period,source_name,destination_name,firm,firm_type,cc1 lcu fee,cc1 fx margin,cc1 total cost %
2016_2Q,Tanzania,Uganda,Tanzania Postal Corporation,Post office,24000.0,0.99,8.38
2016_2Q,United States,Ethiopia,Ria,Money Transfer Operator,7.99,0.32,4.32
2016_2Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,9.99,0.51,5.51
2016_2Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,10.0,0.51,5.51
2016_2Q,United States,Ethiopia,MoneyGram,Money Transfer Operator,15.0,0.51,8.01
2016_2Q,United States,Ghana,Ria,Money Transfer Operator,5.0,0.53,3.03
2016_2Q,United States,Ghana,MoneyGram,Money Transfer Operator,9.99,0.79,5.78
2016_2Q,United States,Ghana,Western Union,Money Transfer Operator,10.0,3.95,8.95
2016_2Q,United States,Ghana,MoneyGram,Money Transfer Operator,10.0,3.95,8.95
2016_2Q,United States,Ghana,MoneyGram,Money Transfer Operator,5.0,3.95,6.45
2016_2Q,United States,Ghana,Western Union,Money Transfer Operator,9.99,1.32,6.31
2016_2Q,United States,Kenya,MoneyGram,Money Transfer Operator,9.99,3.28,8.27
2016_2Q,United States,Kenya,Sigue Money Transfers,Money Transfer Operator,10.0,2.6,7.6
2016_2Q,United States,Kenya,Western Union,Money Transfer Operator,9.99,3.28,8.27
2016_2Q,United States,Kenya,MoneyGram,Money Transfer Operator,4.99,4.17,6.67
2016_2Q,United States,Kenya,MoneyGram,Money Transfer Operator,10.0,4.17,9.17
2016_2Q,United States,Nigeria,Sigue Money Transfers,Money Transfer Operator,10.0,0.0,5.0
2016_2Q,United States,Nigeria,Western Union,Money Transfer Operator,9.99,0.14,5.14
2016_2Q,Tanzania,Rwanda,UBA Africash,Bank,10850.0,0.99,4.33
2016_2Q,Tanzania,Uganda,UBA Africash,Bank,10850.0,0.99,4.33
2016_2Q,United States,Nigeria,Western Union,Money Transfer Operator,15.0,1.31,8.81
2016_2Q,United States,Ghana,Ria,Money Transfer Operator,11.0,0.53,6.03
2016_2Q,United States,Kenya,Ria,Money Transfer Operator,5.0,2.78,5.28
2016_2Q,United States,Kenya,MoneyGram,Money Transfer Operator,5.0,3.28,5.78
2016_2Q,Tanzania,Kenya,M-Pesa,Mobile Operator,6700.0,0.79,2.85
2016_2Q,United States,Kenya,Ria,Money Transfer Operator,8.0,2.78,6.78
2016_2Q,United States,Kenya,Western Union,Money Transfer Operator,2.99,4.83,6.33
2016_2Q,United States,Ethiopia,Dahabshil,Money Transfer Operator,12.0,0.0,6.0
2016_2Q,United States,Ethiopia,Amal Express,Money Transfer Operator,12.0,0.0,6.0
2016_2Q,United States,Ethiopia,Al-Mustaqbal Express,Money Transfer Operator,12.0,0.0,6.0
2016_2Q,United States,Ethiopia,Western Union,Money Transfer Operator,10.5,0.46,5.71
2016_2Q,United States,South Africa,MoneyGram,Money Transfer Operator,6.0,6.25,9.25
2016_2Q,United States,South Africa,Ria,Money Transfer Operator,5.0,32.03,34.53
2016_2Q,United States,South Africa,Western Union,Money Transfer Operator,10.5,2.03,7.28
2016_2Q,United States,South Africa,WorldRemit,Money Transfer Operator,9.99,1.02,6.02
2016_2Q,South Africa,Kenya,ABSA,Bank,240.0,2.35,19.87
2016_2Q,South Africa,Kenya,exchange4free.com,Money Transfer Operator,0.0,1.8,1.8
2016_2Q,South Africa,Kenya,MoneyGram,Money Transfer Operator,154.19,4.56,15.81
2016_2Q,South Africa,Kenya,Western Union,Money Transfer Operator,151.75,13.6,24.68
2016_2Q,South Africa,Tanzania,ABSA,Bank,240.0,1.49,19.01
2016_2Q,South Africa,Tanzania,MoneyGram,Money Transfer Operator,154.19,7.08,18.34
2016_2Q,South Africa,Tanzania,Western Union,Money Transfer Operator,151.75,9.14,20.21
2016_2Q,United States,Ethiopia,Ria,Money Transfer Operator,8.0,0.32,4.32
2016_2Q,United States,Ethiopia,WorldRemit,Money Transfer Operator,9.99,0.0,5.0
2016_2Q,United States,Ghana,First African Remittances,Money Transfer Operator,10.0,0.53,5.53
2016_2Q,United States,Ghana,Ria,Money Transfer Operator,15.0,0.53,8.03
2016_2Q,United States,Ghana,Transfast,Money Transfer Operator,4.99,3.95,6.44
2016_2Q,United States,Ghana,Transfast,Money Transfer Operator,0.0,1.32,1.32
2016_2Q,United States,Ghana,WorldRemit,Money Transfer Operator,4.99,2.11,4.6
2016_2Q,United States,Ghana,WorldRemit,Money Transfer Operator,4.99,2.11,4.6
2016_2Q,United States,Kenya,Ria,Money Transfer Operator,12.0,2.78,8.78
2016_2Q,United States,Kenya,WorldRemit,Money Transfer Operator,4.99,2.88,5.37
2016_2Q,United States,Nigeria,Transfast,Money Transfer Operator,4.99,0.0,2.5
2016_2Q,United States,Nigeria,Transfast,Money Transfer Operator,0.0,0.0,0.0
2016_2Q,United States,Nigeria,WorldRemit,Money Transfer Operator,5.99,0.0,3.0
2016_2Q,United States,South Africa,WorldRemit,Money Transfer Operator,3.99,1.02,3.02
2016_2Q,United States,South Africa,Xoom,Money Transfer Operator,0.0,2.56,2.56
2016_2Q,South Africa,Kenya,ABSA,Bank,202.0,2.35,17.1
2016_2Q,South Africa,Kenya,Hello-Paisa,Money Transfer Operator,68.5,3.4,8.4
2016_2Q,South Africa,Tanzania,ABSA,Bank,202.0,1.49,16.24
2016_2Q,South Africa,Nigeria,ABSA,Bank,240.0,10.21,27.73
2016_2Q,South Africa,Nigeria,ABSA,Bank,202.0,10.21,24.95
2016_2Q,South Africa,Nigeria,exchange4free.com,Money Transfer Operator,0.0,0.0,0.0
2016_2Q,South Africa,Nigeria,First National Bank of South Africa,Money Transfer Operator,255.0,8.59,27.2
2016_2Q,South Africa,Nigeria,Hello-Paisa,Money Transfer Operator,68.5,0.0,5.0
2016_2Q,South Africa,Nigeria,MoneyGram,Money Transfer Operator,154.19,8.63,19.88
2016_2Q,South Africa,Nigeria,Nedbank,Bank,256.0,3.0,21.69
2016_2Q,South Africa,Nigeria,Standard Bank,Bank,260.0,15.45,34.43
2016_2Q,South Africa,Nigeria,Western Union,Money Transfer Operator,151.75,15.33,26.4
2016_2Q,Belgium,"Congo, Dem. Rep.",La Poste via Western Union,Money Transfer Operator / Post office,7.9,3.35,9.0
2016_2Q,France,Senegal,La Poste via Western Union,Money Transfer Operator / Post office,7.9,0.0,5.64
2016_2Q,Germany,Ghana,Postbank via Western Union,Bank / Money Transfer Operator,19.9,5.06,19.27
2016_2Q,Germany,Nigeria,Postbank via Western Union,Bank / Money Transfer Operator,19.9,4.93,19.14
2016_2Q,Italy,Senegal,Poste Italiane via Eurogiro,Post office,12.0,0.0,8.57
2016_2Q,Italy,Nigeria,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,2.34,7.63
2016_2Q,Italy,Ethiopia,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,4.83,10.12
2016_2Q,Italy,Senegal,Poste Italiane via MoneyGram,Money Transfer Operator,7.4,0.0,5.29
2016_3Q,Italy,Nigeria,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,5.13,10.49
2016_3Q,Italy,Senegal,Banca Intesa SanPaolo via Western Union,Bank / Money Transfer Operator,7.5,0.0,5.36
2016_3Q,Belgium,"Congo, Dem. Rep.",Atena Money Transfert,Money Transfer Operator,2.0,0.81,2.24
2016_3Q,Belgium,"Congo, Dem. Rep.",MoneyGram,Money Transfer Operator,6.9,5.06,9.99
2016_3Q,Belgium,"Congo, Dem. Rep.",MoneyTrans,Money Transfer Operator / Post office,3.0,5.32,7.46
2016_3Q,Belgium,"Congo, Dem. Rep.",Sigue Money Transfers,Money Transfer Operator,5.0,5.32,8.89
2016_3Q,Belgium,"Congo, Dem. Rep.",Small World,Money Transfer Operator,6.0,3.98,8.26
2016_3Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,6.9,4.32,9.25
2016_3Q,Belgium,"Congo, Dem. Rep.",Western Union,Money Transfer Operator,6.9,5.13,10.06
2016_3Q,Belgium,"Congo, Dem. Rep.",WorldRemit,Money Transfer Operator,5.99,3.52,7.8
2016_3Q,Canada,Ghana,MoneyGram,Money Transfer Operator,15.0,3.55,11.05
2016_3Q,Canada,Ghana,Ria,Money Transfer Operator,8.0,2.33,6.33
2016_3Q,Canada,Ghana,Royal Bank of Canada,Bank,15.0,2.52,10.02
2016_3Q,Canada,Ghana,ScotiaBank,Bank,11.0,2.22,7.72
2016_3Q,Canada,Ghana,Sigue Money Transfers,Money Transfer Operator,8.0,2.99,6.99
2016_3Q,Canada,Ghana,Toronto Dominion Bank,Bank,30.0,2.22,17.22
2016_3Q,Canada,Ghana,Western Union,Money Transfer Operator,15.0,2.88,10.38
2016_3Q,Canada,Ghana,WorldRemit,Money Transfer Operator,11.99,3.98,9.97
2016_3Q,Canada,Ghana,Xpress Money,Money Transfer Operator,10.0,2.36,7.36
2016_3Q,Canada,Kenya,MoneyGram,Money Transfer Operator,15.0,4.08,11.58
2016_3Q,Canada,Kenya,Ria,Money Transfer Operator,8.0,4.13,8.13
2016_3Q,Canada,Kenya,Royal Bank of Canada,Bank,15.0,2.22,9.72
2016_3Q,Canada,Kenya,ScotiaBank,Bank,11.0,4.22,9.72
2016_3Q,Canada,Kenya,Sigue Money Transfers,Money Transfer Operator,8.0,5.44,9.44
2016_3Q,Canada,Kenya,Small World,Money Transfer Operator,8.0,2.94,6.94
2016_3Q,Canada,Kenya,Toronto Dominion Bank,Bank,30.0,2.22,17.22
2016_3Q,Canada,Kenya,Western Union,Money Transfer Operator,16.0,4.22,12.22
2016_3Q,Canada,Kenya,WorldRemit,Money Transfer Operator,12.99,3.05,9.54
2016_3Q,Canada,Kenya,Xpress Money,Money Transfer Operator,8.0,4.17,8.17
2016_3Q,Canada,Nigeria,MoneyGram,Money Transfer Operator,15.0,0.67,8.17
2016_3Q,Canada,Nigeria,Sigue Money Transfers,Money Transfer Operator,8.0,0.0,4.0
2016_3Q,Canada,Nigeria,Small World,Money Transfer Operator,10.0,0.0,5.0
2016_3Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,0.26,2.75
2016_3Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,0.26,2.75
2016_3Q,Canada,Nigeria,Trans-Fast,Money Transfer Operator,4.99,0.26,2.75
2016_3Q,Canada,Nigeria,WorldRemit,Money Transfer Operator,9.99,0.0,5.0
2016_3Q,Canada,Nigeria,Xpress Money,Money Transfer Operator,9.0,0.0,4.5
2016_3Q,Canada,Rwanda,MoneyGram,Money Transfer Operator,15.0,2.48,9.98
2016_3Q,Canada,Rwanda,ScotiaBank,Bank,11.0,3.04,8.54
2016_3Q,Canada,Rwanda,Western Union,Money Transfer Operator,16.0,3.04,11.04
2016_3Q,Cameroon,Nigeria,Ecobank RapidCash,Bank,5310.0,0.0,5.71
2016_3Q,Cameroon,Nigeria,Money Express,Money Transfer Operator,3800.0,0.0,4.09
2016_3Q,Cameroon,Nigeria,MoneyGram,Money Transfer Operator,11000.0,0.0,11.83
2016_3Q,Cameroon,Nigeria,Western Union,Money Transfer Operator,4500.0,0.0,4.84
2016_3Q,Germany,Ghana,Azimo,Money Transfer Operator,2.99,4.99,7.12
2016_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,12.5,5.53,14.45
2016_3Q,Germany,Ghana,MoneyGram,Money Transfer Operator,6.5,3.26,7.9
2016_3Q,Germany,Ghana,Postbank,Post office,1.5,0.0,1.07
2016_3Q,Germany,Ghana,Postbank,Post office,8.5,0.0,6.07
2016_3Q,Germany,Ghana,Ria,Money Transfer Operator,10.0,4.01,11.15
2016_3Q,Germany,Ghana,Small World,Money Transfer Operator,8.0,2.77,8.49
2016_3Q,Germany,Ghana,Universal Money Transfer Gmbh,Money Transfer Operator,11.0,0.56,8.42
2016_3Q,Germany,Ghana,Western Union,Money Transfer Operator,12.0,5.74,14.31
2016_3Q,Germany,Ghana,Western Union,Money Transfer Operator,6.9,5.74,10.67
2016_3Q,Germany,Ghana,WorldRemit,Money Transfer Operator,5.99,1.94,6.22
2016_3Q,Germany,Nigeria,Azimo,Money Transfer Operator,0.0,0.82,0.82
2016_3Q,Germany,Nigeria,MoneyGram,Money Transfer Operator,12.5,6.01,14.94
2016_3Q,Germany,Nigeria,Postbank,Post office,1.5,0.0,1.07
2016_3Q,Germany,Nigeria,Postbank,Post office,8.5,0.0,6.07
2016_3Q,Germany,Nigeria,Ria,Money Transfer Operator,10.0,5.81,12.96
2016_3Q,Germany,Nigeria,Small World,Money Transfer Operator,8.0,-2.81,2.9
2016_3Q,Germany,Nigeria,Western Union,Money Transfer Operator,14.9,1.94,12.59
2016_3Q,Germany,Nigeria,Western Union,Money Transfer Operator,6.9,1.94,6.87
2016_3Q,Germany,Nigeria,Western Union,Money Transfer Operator,0.0,1.94,1.94
2016_3Q,Germany,Nigeria,WorldRemit,Money Transfer Operator,5.99,1.05,5.33
2016_3Q,Spain,Nigeria,BBVA Dinero Express,Money Transfer Operator,5.0,2.38,5.95
2016_3Q,Spain,Nigeria,Maccorp Exact Change,Money Transfer Operator,6.9,2.06,6.99
2016_3Q,Spain,Nigeria,Money Exchange,Money Transfer Operator,4.9,0.55,4.05
2016_3Q,Spain,Nigeria,MoneyGram,Money Transfer Operator,8.9,-0.95,5.41
2016_3Q,Spain,Nigeria,Ria,Money Transfer Operator,6.0,-0.68,3.61
2016_3Q,Spain,Nigeria,Small World,Money Transfer Operator,6.0,2.03,6.32
2016_3Q,Spain,Nigeria,Transferwise,Money Transfer Operator,8.9,1.77,8.12
2016_3Q,Spain,Nigeria,Western Union,Money Transfer Operator,6.9,2.06,6.99
2016_3Q,France,Senegal,Flouss,Money Transfer Operator,0.0,0.0,0.0
2016_3Q,France,Senegal,La Poste,Money Transfer Operator / Post office,7.5,0.0,5.36
2016_3Q,France,Senegal,Moneyglobe,Money Transfer Operator,6.9,0.0,4.93
2016_3Q,France,Senegal,MoneyGram,Money Transfer Operator,7.5,0.0,5.36
2016_3Q,France,Senegal,Ria,Money Transfer Operator,6.9,0.0,4.93
2016_3Q,France,Senegal,Sigue Money Transfers,Money Transfer Operator,7.5,0.0,5.36
2016_3Q,France,Senegal,Societe Generale,Bank,10.0,0.0,7.14
2016_3Q,France,Senegal,Western Union,Money Transfer Operator,7.9,0.0,5.64
2016_3Q,France,Senegal,Western Union,Money Transfer Operator,6.5,0.0,4.64
2016_3Q,France,Senegal,Western Union,Money Transfer Operator,7.9,0.0,5.64
2016_3Q,United Kingdom,Ethiopia,Azimo,Money Transfer Operator,1.0,0.91,1.74
2016_3Q,United Kingdom,Ethiopia,Dahabshiil,Money Transfer Operator,7.2,1.89,7.89
2016_3Q,United Kingdom,Ethiopia,MoneyGram,Money Transfer Operator,19.0,3.84,19.68
2016_3Q,United Kingdom,Ethiopia,Western Union,Money Transfer Operator,8.9,3.8,11.22
2016_3Q,United Kingdom,Ethiopia,Western Union,Money Transfer Operator,6.9,3.8,9.55
2016_3Q,United Kingdom,Ethiopia,WorldRemit,Money Transfer Operator,5.99,1.51,6.5
2016_3Q,United Kingdom,Ghana,Azimo,Money Transfer Operator,2.99,3.69,6.19
2016_3Q,United Kingdom,Ghana,First African Remittances,Money Transfer Operator,6.0,-0.12,4.88
2016_3Q,United Kingdom,Ghana,Ghana International Bank,Bank,10.0,0.0,8.33
2016_3Q,United Kingdom,Ghana,Lebara,Money Transfer Operator,2.4,-0.44,1.56
2016_3Q,United Kingdom,Ghana,Money Express,Money Transfer Operator,7.0,0.49,6.32
2016_3Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,9.9,2.81,11.06
2016_3Q,United Kingdom,Ghana,MoneyGram,Money Transfer Operator,9.79,1.25,9.4
2016_3Q,United Kingdom,Ghana,PayAfrique.com,Money Transfer Operator,7.99,2.07,8.73
2016_3Q,United Kingdom,Ghana,Ria,Money Transfer Operator,4.8,0.29,4.29
2016_3Q,United Kingdom,Ghana,Samba Money Transfers,Money Transfer Operator,0.99,0.64,1.47
2016_3Q,United Kingdom,Ghana,Sigue Money Transfers,Money Transfer Operator,6.0,0.49,5.49
2016_3Q,United Kingdom,Ghana,Small World,Money Transfer Operator,6.0,-0.18,4.82
2016_3Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,7.0,-0.12,5.71
2016_3Q,United Kingdom,Ghana,Unity Link,Money Transfer Operator,5.9,-0.12,4.8
2016_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,8.9,3.39,10.81
2016_3Q,United Kingdom,Ghana,Western Union,Money Transfer Operator,4.9,1.85,5.93
2016_3Q,United Kingdom,Ghana,WorldRemit,Money Transfer Operator,2.99,1.46,3.95
2016_3Q,United Kingdom,Ghana,Xpress Money,Money Transfer Operator,6.0,2.85,7.85
2016_3Q,United Kingdom,Kenya,Azimo,Money Transfer Operator,1.0,9.34,10.17
2016_3Q,United Kingdom,Kenya,Equity Direct,Money Transfer Operator,2.0,2.09,3.76
2016_3Q,United Kingdom,Kenya,Iftin Express,Money Transfer Operator,6.95,1.53,7.32
2016_3Q,United Kingdom,Kenya,Lebara,Money Transfer Operator,2.4,0.5,2.5
2016_3Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,9.9,4.05,12.3
2016_3Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,3.99,3.1,6.43
2016_3Q,United Kingdom,Kenya,MoneyGram,Money Transfer Operator,2.89,1.8,4.21
2016_3Q,United Kingdom,Kenya,Ria,Money Transfer Operator,3.0,3.91,6.41
2016_3Q,United Kingdom,Kenya,Sigue Money Transfers,Money Transfer Operator,4.8,3.29,7.29
2016_3Q,United Kingdom,Kenya,Skrill,Money Transfer Operator,1.2,4.36,5.36
2016_3Q,United Kingdom,Kenya,Small World,Money Transfer Operator,0.0,3.56,3.56
2016_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,8.9,4.24,11.66
2016_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,6.9,4.24,9.99
2016_3Q,United Kingdom,Kenya,Western Union,Money Transfer Operator,4.9,2.05,6.14
2016_3Q,United Kingdom,Kenya,WorldRemit,Money Transfer Operator,2.9,1.85,4.26
2016_3Q,United Kingdom,Kenya,WorldRemit,Money Transfer Operator,1.99,1.85,3.51
2016_3Q,United Kingdom,Kenya,Xpress Money,Money Transfer Operator,4.5,0.91,4.66
2016_3Q,United Kingdom,Nigeria,Azimo,Money Transfer Operator,0.0,6.56,6.56
2016_3Q,United Kingdom,Nigeria,Azimo,Money Transfer Operator,0.0,7.32,7.32
2016_3Q,United Kingdom,Nigeria,Double Crown International,Money Transfer Operator,10.0,1.64,9.97
2016_3Q,United Kingdom,Nigeria,MoneyGram,Money Transfer Operator,7.9,0.93,7.51
2016_3Q,United Kingdom,Nigeria,Moneyline UK,Money Transfer Operator,6.0,0.2,5.2
2016_3Q,United Kingdom,Nigeria,Ria,Money Transfer Operator,3.0,0.71,3.21
2016_3Q,United Kingdom,Nigeria,Sigue Money Transfers,Money Transfer Operator,6.0,1.64,6.64
2016_3Q,United Kingdom,Nigeria,Small World,Money Transfer Operator,10.0,1.64,9.97
2016_3Q,United Kingdom,Nigeria,Speedfast,Money Transfer Operator,10.0,2.05,10.38
2016_3Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,8.9,3.55,10.97
2016_3Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,6.9,3.55,9.3
2016_3Q,United Kingdom,Nigeria,Western Union,Money Transfer Operator,4.9,2.11,6.19
2016_3Q,United Kingdom,Nigeria,Xendpay,Money Transfer Operator,0.0,10.93,10.93
2016_3Q,United Kingdom,Rwanda,Azimo,Money Transfer Operator,2.99,6.06,8.55
2016_3Q,United Kingdom,Rwanda,MoneyGram,Money Transfer Operator,19.0,3.19,19.02
2016_3Q,United Kingdom,Rwanda,MoneyGram,Money Transfer Operator,9.7,3.19,11.27
2016_3Q,United Kingdom,Rwanda,Western Union,Money Transfer Operator,9.9,4.62,12.87
2016_3Q,United Kingdom,Rwanda,WorldRemit,Money Transfer Operator,5.99,3.17,8.16
2016_3Q,United Kingdom,Rwanda,WorldRemit,Money Transfer Operator,5.99,3.17,8.16
2016_3Q,United Kingdom,Rwanda,Xpress Money,Money Transfer Operator,8.0,16.62,23.29
2016_3Q,United Kingdom,Tanzania,MoneyGram,Money Transfer Operator,19.0,3.51,19.34
2016_3Q,United Kingdom,Tanzania,Western Union,Money Transfer Operator,8.9,4.17,11.58
2016_3Q,United Kingdom,Tanzania,Western Union,Money Transfer Operator,4.9,3.17,7.26
2016_3Q,United Kingdom,Tanzania,WorldRemit,Money Transfer Operator,5.99,3.39,8.38
2016_3Q,United Kingdom,Uganda,Azimo,Money Transfer Operator,2.99,7.14,9.63
2016_3Q,United Kingdom,Uganda,Dahabshiil,Money Transfer Operator,7.2,1.59,7.59
2016_3Q,United Kingdom,Uganda,Lebara,Money Transfer Operator,2.4,1.06,3.06
2016_3Q,United Kingdom,Uganda,MoneyGram,Money Transfer Operator,9.9,4.69,12.94
2016_3Q,United Kingdom,Uganda,Ria,Money Transfer Operator,6.0,3.56,8.56
2016_3Q,United Kingdom,Uganda,Small World,Money Transfer Operator,5.99,4.52,9.51
2016_3Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,8.9,4.23,11.65
2016_3Q,United Kingdom,Uganda,Western Union,Money Transfer Operator,6.9,4.23,9.98
2016_3Q,United Kingdom,Uganda,WorldRemit,Money Transfer Operator,3.99,3.47,6.79
2016_3Q,United Kingdom,Uganda,Xpress Money,Money Transfer Operator,8.0,1.78,8.44
2016_3Q,United Kingdom,South Africa,1st Contact Forex,Money Transfer Operator,10.0,2.25,10.59
2016_3Q,United Kingdom,South Africa,Azimo,Money Transfer Operator,2.99,1.53,4.02
2016_3Q,United Kingdom,South Africa,Easy Exchange,Money Transfer Operator,6.0,3.56,8.56
2016_3Q,United Kingdom,South Africa,ExpressLinks UK,Money Transfer Operator,5.0,5.41,9.58
2016_3Q,United Kingdom,South Africa,Lebara,Money Transfer Operator,2.4,-0.64,1.36
2016_3Q,United Kingdom,South Africa,MoneyGram,Money Transfer Operator,3.6,6.9,9.9
2016_3Q,United Kingdom,South Africa,MoneyGram,Money Transfer Operator,6.7,7.89,13.47
2016_3Q,United Kingdom,South Africa,Mukuru,Money Transfer Operator,1.0,1.14,1.98
2016_3Q,United Kingdom,South Africa,Small World,Money Transfer Operator,5.0,2.61,6.78
2016_3Q,United Kingdom,South Africa,Tranzfers.com,Money Transfer Operator,0.0,2.02,2.02
2016_3Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,4.9,2.24,6.32
2016_3Q,United Kingdom,South Africa,Western Union,Money Transfer Operator,8.9,4.91,12.32
2016_3Q,United Kingdom,South Africa,WorldRemit,Money Transfer Operator,2.99,2.31,4.81
2016_3Q,United Kingdom,South Africa,WorldRemit,Money Transfer Operator,5.99,2.31,7.31
2016_3Q,Ghana,Nigeria,Ecobank RapidCash,Bank,20.5,0.0,6.83
2016_3Q,Ghana,Nigeria,United Bank for Africa (UBA),Bank,17.5,0.0,5.83
2016_3Q,Italy,Ethiopia,Azimo,Money Transfer Operator,2.99,2.59,4.72
2016_3Q,Italy,Ethiopia,MoneyGram,Money Transfer Operator,7.4,4.88,10.17
2016_3Q,Italy,Ethiopia,Ria,Money Transfer Operator,4.2,4.94,7.94
2016_3Q,Italy,Ethiopia,Sigue Money Transfers,Money Transfer Operator,5.0,4.96,8.54
2016_3Q,Italy,Ethiopia,Small World,Money Transfer Operator,6.0,1.87,6.16
2016_3Q,Italy,Ethiopia,Western Union,Money Transfer Operator,7.5,3.94,9.3
2016_3Q,Italy,Ethiopia,WorldRemit,Money Transfer Operator,5.99,3.48,7.76
2016_3Q,Italy,Nigeria,Azimo,Money Transfer Operator,0.0,0.98,0.98
2016_3Q,Italy,Nigeria,Azimo,Money Transfer Operator,0.0,0.98,0.98
2016_3Q,Italy,Nigeria,Banca Monte dei Paschi di Siena,Bank,21.0,0.0,15.0
2016_3Q,Italy,Nigeria,Banca Monte dei Paschi di Siena,Bank,0.0,0.0,0.0
2016_3Q,Italy,Nigeria,Extrabanca,Money Transfer Operator,4.0,2.7,5.55
2016_3Q,Italy,Nigeria,Extrabanca,Money Transfer Operator,5.0,2.7,6.27
2016_3Q,Italy,Nigeria,MoneyGram,Money Transfer Operator,7.4,6.55,11.83
2016_3Q,Italy,Nigeria,Ria,Money Transfer Operator,3.5,3.65,6.15
2016_3Q,Italy,Nigeria,Sigue Money Transfers,Money Transfer Operator,5.0,4.37,7.94
2016_3Q,Italy,Nigeria,Unicredit Banca,Bank,20.5,0.0,14.64
2016_3Q,Italy,Nigeria,Western Union,Money Transfer Operator,7.5,5.13,10.49
2016_3Q,Italy,Nigeria,WorldRemit,Money Transfer Operator,5.99,2.79,7.07
2016_3Q,Italy,Senegal,Azimo,Money Transfer Operator,5.6,0.0,4.0
2016_3Q,Italy,Senegal,Azimo,Money Transfer Operator,5.6,0.0,4.0
2016_3Q,Italy,Senegal,Banca Monte dei Paschi di Siena,Bank,21.0,0.0,15.0
2016_3Q,Italy,Senegal,Banca Monte dei Paschi di Siena,Bank,0.0,0.0,0.0
2016_3Q,Italy,Senegal,Extrabanca,Money Transfer Operator,4.0,3.16,6.01
2016_3Q,Italy,Senegal,Extrabanca,Money Transfer Operator,5.0,3.16,6.73
2016_3Q,Italy,Senegal,MoneyGram,Money Transfer Operator,7.4,0.0,5.29
2016_3Q,Italy,Senegal,Ria,Money Transfer Operator,3.5,0.0,2.5
2016_3Q,Italy,Senegal,Sigue Money Transfers,Money Transfer Operator,5.0,0.0,3.57
2016_3Q,Italy,Senegal,Small World,Money Transfer Operator,5.0,0.0,3.57
2016_3Q,Italy,Senegal,Unicredit Banca,Bank,9.2,0.0,6.57
2016_3Q,Italy,Senegal,Unicredit Banca,Bank,12.5,0.0,8.93
2016_3Q,Italy,Senegal,Western Union,Money Transfer Operator,7.5,0.0,5.36
2016_3Q,Italy,Senegal,WorldRemit,Money Transfer Operator,5.99,0.0,4.28
2016_3Q,Kenya,Rwanda,ABC Bank,Money Transfer Operator,1650.0,0.74,9.9
2016_3Q,Kenya,Rwanda,Citibank,Bank,1800.0,1.14,11.14
2016_3Q,Kenya,Rwanda,Development Bank of Kenya,Bank,2053.0,0.94,12.35
2016_3Q,Kenya,Rwanda,Ecobank,Bank,2700.0,0.84,15.84
2016_3Q,Kenya,Rwanda,Equatorial Commercial Bank,Bank,1650.0,1.24,10.41
2016_3Q,Kenya,Rwanda,GT Bank,Bank,1650.0,0.94,10.11
